Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
0.4912641499,0.5942096365,,0.8714596405,,0.923255814,0.3257884082,0.8029917826,0.7644155459,0.1248558786,,0.8333333333,0.8098625143,0.9837297005,1.0,0.661208841,0.1480563227,0.5370349126,0.8981146003,0.4422961489,0.1838048136,0.8248228064,,0.3356068753,0.0,,0.5563324995,0.1704556916,0.2429741799,0.3700007343,0.4275875911,0.2443626238,0.2847375052,,0.6529403796,0.4375680358,0.9999729282
,0.4042622722,,0.3300449732,0.7855477855,0.3395348837,0.5058214005,0.944340155,,,0.04954450295,0.0,0.6180935043,0.701872112,0.8571428571,0.4031882402,0.8709008145,,0.5585224572,0.6867535342,0.2063748606,0.4657155252,,0.7124440885,0.0,,0.637167181,0.3440512547,0.193552971,0.09974136306,0.3015484705,0.344995966,0.3273799164,0.05876803734,0.4128483737,0.832484824,0.7141848255
0.06583114243,0.2487860672,0.1135592414,0.7384677567,,0.723255814,,0.5282987242,0.3817450493,0.5759894427,0.8380309752,0.3333333333,0.2203803426,,0.0,,,0.9366410661,0.2569290629,0.8615512312,,0.9697562219,0.6369679521,0.8039964537,0.0,,0.4966877591,0.2136515038,0.334455818,0.1371868775,0.2344122676,0.2594686165,0.5349960266,0.1230289117,0.5075520989,0.5114602733,
0.6370133438,0.2799596518,0.1087347018,0.5404881736,0.5361305361,0.6744186047,0.5081607153,0.2727281652,,0.01828002239,0.8805460358,0.6666666667,0.3692758617,0.4143971127,1.0,0.6761971507,,0.5986912357,0.471506318,,0.7817365344,,0.4783927116,0.2719784934,0.0,0.0,0.2826951651,0.1059479085,,0.216314699,,0.3803723118,0.4983399193,,0.7843180433,0.3114605421,0.9724125955
,0.216287004,0.758622823,0.4173573658,0.337995338,,0.4081129204,0.7084334212,,0.9899533827,0.9606417307,0.9166666667,0.418923477,0.1451467403,,0.1241397181,0.5252819238,0.1199314354,0.07579507069,,0.3978807139,0.3133274026,0.3025853804,0.5301232626,0.5,,,0.2285703482,0.6362256684,,0.844215293,0.5020694111,,,0.4188112491,0.9445942461,0.4343158533
0.6760367663,0.3669728804,0.1475699033,,0.1258741259,,0.0,0.03937132497,0.9029442047,0.0317916808,0.4122791473,0.4166666667,0.4388659836,0.4599277725,0.2857142857,0.55113281,0.5658487154,0.3396809543,,0.233054637,0.8731338731,0.8175350915,0.1811633145,0.8134696562,0.0,0.0,0.4061716413,0.20956699,0.4346588921,0.2653078191,0.4405350486,0.3382357548,,0.1768926815,0.7749509884,0.7434007841,
0.7456085815,0.1208211693,0.6107246322,,0.4941724942,0.6581395349,0.5376249274,0.06966445956,0.9715174533,0.3880338823,0.4687139254,0.5,0.6502132838,,0.6428571429,,,0.7642773533,0.2656275491,0.9899131764,0.09343761408,0.7104095009,0.1747038641,0.1041783447,1.0,0.5,,0.1281521666,0.7010121376,0.290252345,0.8376655553,0.4193713917,,0.2454021987,0.3615947889,,0.9258266339
,0.6800167319,0.8162197653,0.7541288031,0.08391608392,0.4651162791,0.2503003468,,0.7705551483,,0.9462484444,0.0,0.4162215898,0.6144985445,,0.07421009547,0.5055755932,0.2537975676,,0.3475411391,0.5225773479,0.4107231064,0.8143254715,0.8619887891,1.0,1.0,0.3600247182,0.5746624145,0.7165976368,0.3398746447,0.6624916284,0.4109952133,0.6271012343,,0.7675917351,,0.3374200742
0.6087803571,0.1411133672,,0.9680031834,0.5314685315,0.7162790698,0.3084990877,,0.5570995036,0.3063401142,0.4565918668,0.4166666667,0.2495890202,,0.2142857143,,0.6839268871,0.2414485949,,0.7749552707,0.01653423212,0.2292714146,,0.2132328548,0.5,,0.2759957277,0.199782748,0.8546666713,0.1181274232,,0.2732216253,0.7326409004,0.0866066722,0.7762051022,,
0.3067237266,,0.1419468167,0.3712221357,0.2237762238,0.8372093023,0.7169108352,0.6864798806,0.8359684547,0.6539416324,0.2922855349,,0.426907441,,0.2142857143,,0.06535866559,0.5639066841,0.08964093582,0.05783955416,,0.4131771621,0.4800402449,0.0929674541,0.5,,0.2528351174,,,,0.4679751705,0.226864201,0.6059496377,0.146764535,,0.9807674256,0.2602109007
0.04545496074,,0.6665485356,0.9916535484,,,0.6966071584,0.8244424633,0.01319964424,,0.7819801081,0.3333333333,0.2944506142,,0.3571428571,0.3259327793,,0.6890463312,0.09639684724,,0.8087821856,,,0.5764291598,,,0.659918523,,0.03489317858,0.2692214481,0.03869806039,,0.3548400038,0.2530215619,0.4036409949,,
0.9012319683,,0.02930198843,0.6536160032,0.5221445221,0.8046511628,0.7549230321,0.1451555493,,0.3995864095,0.150736034,0.9166666667,0.4507506564,0.03965359608,,0.6789156591,0.3735691527,0.3796717168,0.971426248,,0.2237842109,0.8301442223,0.6995435446,0.979239833,0.0,0.0,,0.2409534705,0.5409871209,0.1853494633,0.5659488687,0.2905064834,0.5074495901,0.2191764814,0.677788959,,0.9013852774
0.4316848646,0.1157528039,0.3410267533,,0.01864801865,0.176744186,0.4006644536,0.8856057191,0.03179072069,0.09122647175,0.6685374134,0.3333333333,0.2424937492,0.5279840586,0.3571428571,0.8284159506,0.5252819238,,0.1195333417,0.3898420311,0.9014486956,,0.2003389745,0.8871417949,0.0,0.5,0.2568673822,,0.58252915,0.2149678483,0.5168493871,0.3759135055,0.5912811331,0.2281042815,0.4702512692,,0.8009294181
0.272168098,,0.4228608293,0.1259650976,,0.08604651163,,0.3657309332,0.7358418567,,0.1271777405,,0.4006280197,0.7359785116,1.0,,0.87338611,0.2521918343,0.3283187789,0.477909909,0.141000035,0.9831003285,0.5400648612,0.2790996968,,0.5,,0.1693619831,0.3821145511,0.119138867,,0.4665191516,0.46750158,0.05809916643,0.5806340619,0.6185505661,0.9485020336
0.1827648001,0.1042910301,0.08596770981,0.7404628965,0.6013986014,0.6139534884,,0.5977989028,,0.7775726327,,0.3333333333,0.01145234575,0.9538440474,0.07142857143,0.5078769604,0.5149265927,0.9637767914,0.1853184036,,0.4287693839,0.9697562219,0.5135776474,0.8206843791,0.5,0.5,0.2776224646,0.3531178776,,0.285378274,,0.4935315277,0.9450446217,0.2230900101,,0.5911659884,0.963496383
,0.3844605276,0.6452563343,0.9725155229,,,0.3015114032,0.3657309332,,0.06664923455,0.2549547006,0.6666666667,0.3630795504,0.0919095751,1.0,0.5807007108,0.8501052395,0.5276614654,0.3720055048,0.8895982925,,0.2163286812,0.8105150092,0.1270434136,1.0,0.0,0.3227021627,0.146760953,0.4849219238,0.1723093745,,,0.5728924796,0.06316108077,0.4019794326,0.956661561,0.3862959935
,,0.1921705207,0.7918142208,0.7389277389,0.05581395349,,0.04203521355,0.8272508203,,0.9226991617,0.1666666667,0.02898205962,0.6038220677,0.6428571429,,0.6245501535,0.4654647289,0.7273964719,,0.05763678097,0.9055842414,0.2788978396,,,,0.5319631767,0.2655811944,0.9355730032,0.3204082813,,0.2623254876,0.8917939681,0.3320877652,0.8006422003,0.8839733702,
0.1917649511,,0.6760395504,0.2386659693,0.2773892774,0.5348837209,0.4515462223,,0.423352924,0.004266645966,0.008820593533,0.5833333333,,0.1156735831,,,0.7698748541,0.6194250374,0.1154435131,0.3380933058,0.3787551319,0.7785909177,0.8649029416,0.951123949,,0.0,0.4536019368,,0.373748299,0.2005675299,0.3338594487,0.5638776813,0.501680142,0.1359485603,0.5231234487,0.4707418793,0.998645978
0.5583313067,0.9145410498,,0.9319094729,0.4522144522,0.9186046512,,0.05972880292,0.4627821913,0.6050437369,0.7098515817,0.5833333333,0.1490870801,0.4223647718,0.1428571429,0.09933627407,0.4164426429,0.7575492808,0.37825147,0.9856075678,0.4246655298,0.4567368887,0.2800319772,0.9918320654,0.5,1.0,0.4869504072,0.3463621624,0.7439944071,0.2313714698,0.6694493113,0.5399648293,0.6520231121,0.1919644892,0.4370011695,0.9136429553,0.534256203
0.5550174308,0.08527115232,,0.3818900771,0.372960373,0.9837209302,0.9360328974,0.2888071936,0.9544016842,,0.6758236642,,0.723090368,0.3638276262,0.7142857143,0.8161579279,0.5538085501,0.8588038538,,0.5900101448,0.7485090487,0.4586607118,0.2649728167,0.6604321341,,1.0,,,0.6397413949,0.08709390686,0.7271318714,,,,0.4032580622,0.7542550232,0.8286029349
0.6256912609,,0.3016492695,,,0.02558139535,0.8271198204,,0.105929674,0.2716484379,0.7214750916,0.75,,0.7695166931,0.8571428571,,0.8794461456,0.3953453744,0.3244830852,0.9788988287,0.8185375026,0.3787316131,0.3925835001,0.8834038781,,0.0,0.426672821,0.2154535644,0.3346373239,,0.5216785764,0.2848272504,0.313461745,,0.6636226707,0.9102966528,
0.2243424782,,0.1679405392,0.03690458016,0.3286713287,0.1627906977,0.8271198204,,0.4786705407,0.6756572792,,,0.47530102,0.1617391785,,0.1071372623,0.02423613712,0.5370349126,0.5180507944,0.4176450903,0.05329819526,0.6029560346,,0.4913207115,0.0,0.5,0.7533002639,0.3218649413,0.4233827923,,,,0.4990284016,0.1931328833,0.4012741506,,
,0.8242760412,0.07799225342,0.4460591484,,0.2813953488,0.9112369612,0.713643664,0.4765771667,0.8620030316,,0.1666666667,0.9181395791,,0.8571428571,0.4157480315,0.5877922125,0.06481126381,0.7359502064,0.5654976878,0.818770534,0.7033040982,0.1747038641,,1.0,1.0,0.5658749149,0.5230737039,0.6736952402,0.3273668306,0.5852369972,,0.6392956927,0.3595672278,0.6774022523,,0.9725260295
,0.8460100566,0.5234602223,0.7526572249,0.006993006993,0.711627907,0.4561844385,0.8856057191,0.01746731889,0.2138826356,0.3280710133,0.6666666667,0.741118391,0.5280457794,,,0.331194564,0.429197,0.3950258977,0.2784671612,0.5138642717,0.1981490063,0.09716778969,0.6754558714,1.0,1.0,,0.06428528563,,0.02614526557,0.4174184878,0.1794662614,,0.004281788598,0.2231771434,0.9721658303,0.311807914
0.8057312606,0.5732255057,0.193559127,0.4575887639,0.3216783217,0.8651162791,0.2786543529,0.09106037992,0.1108183199,0.6468464898,,0.8333333333,0.2166104713,0.9943284061,0.8571428571,0.6202109553,0.7425085664,,0.4187380208,0.3545159616,0.1193271092,0.02376835471,0.6150592939,0.1433821427,0.0,0.0,0.7926287282,,0.3155186545,,0.6138690829,0.5532468088,,0.2449352695,0.6540995744,0.9997761898,0.028312353
0.876703109,0.4923164068,,0.6596402141,,0.9674418605,0.07524016888,0.9297852661,0.455583132,0.81396394,0.09715167917,0.6666666667,,,,0.7577665357,0.3079988064,0.07040048289,0.3600515451,0.8027867881,0.5093654043,0.03913459937,0.8053537163,0.3274220672,0.0,0.5,,0.2541249137,0.4435391637,,0.737392565,0.3656147563,0.2673683589,0.1321520959,,0.9984951777,
0.0302560303,0.1770834241,0.5919382161,0.4657772962,0.5757575758,0.2674418605,,0.6287104282,0.2630193623,,0.6292016712,1.0,,0.7355930229,,0.7294483478,,0.8980067564,0.9936519455,,,0.5118405083,0.9829525982,,0.0,0.0,,,0.3183540985,0.1565365098,0.123940458,0.2285971422,0.6024634193,0.1507899471,0.1910911011,0.8543304761,0.6736113481
0.1076824753,0.6357844376,,,0.02564102564,0.9372093023,0.9727792457,,,0.7938588571,0.4173106901,0.1666666667,,,0.3571428571,0.2519504826,0.1216453017,0.4394073293,0.3768511197,,0.8165092287,0.2278797331,0.6819560773,0.2797174398,1.0,0.0,0.4265354677,0.2242286664,0.4797309706,0.2775096057,0.3242383825,,0.6262905639,0.1427051877,0.4011232433,0.9814394999,0.2557022566
0.2321127057,0.6452723724,,0.8525043109,,,0.04582405239,0.4215595335,0.180281961,0.377110954,0.427732707,0.0,,0.4681939555,0.6428571429,0.236382782,0.6584711327,0.0173112388,0.9189465783,0.4735052239,0.4318377981,,0.5367517926,,0.0,,0.7230637608,0.3500287924,,0.2473563183,0.4115969621,0.1545622894,0.333460904,0.2922558289,0.7363835844,0.9982053035,0.080117196
,0.2242825771,0.003804631,0.5433394816,,0.0488372093,0.8444910036,0.2620093694,0.3085034995,0.3063401142,0.5714728389,0.5833333333,0.1924712752,0.2323255712,0.3571428571,0.2771523978,0.5628182971,,0.4936807206,0.9241274819,,,0.3801419239,,0.0,0.5,0.4087810044,,0.4220098748,0.1891267225,,0.2165114058,0.3529131645,0.226586747,,0.9976667454,0.0913285093
,0.7323469948,0.02101040328,0.4765642652,0.710955711,0.1651162791,0.8619323262,0.5879019791,0.6174657164,0.1734649186,0.2022428937,0.0,0.3304728553,,0.9285714286,0.8581098829,0.2651017249,,,0.4975934441,0.8935666315,0.5851758239,0.7168476442,0.8463658983,0.0,0.5,0.8459828129,0.4649983024,0.5113978812,0.2575410276,,0.4088219753,0.4986594106,0.2381886511,0.8332829287,0.7495656806,0.8342162249
0.1587519257,0.5711627785,0.7408781299,,0.2027972028,,0.624418052,,0.5463493904,0.6384026737,,1.0,0.7798775762,0.3890553586,0.6428571429,0.9132821748,0.8991883237,0.6207419722,0.2704073564,0.1095374237,0.5426511579,0.03594938594,0.5397894945,,1.0,,0.3334682942,0.09713493421,0.4643765774,0.2094688982,0.5076044383,0.1677900928,0.4677768476,0.2465236499,0.5661179349,0.9988280268,0.06476052058
0.249667503,0.9947364293,,0.8298199819,0.317016317,,0.7683163112,0.8085606387,0.7415527886,0.2315297905,0.1652184273,0.5833333333,0.8308465871,0.9426884909,0.2142857143,0.2485239607,,0.2182613393,0.1472238208,0.8099587621,0.3910857966,0.89548071,0.01047927148,0.7321832637,1.0,1.0,0.529997668,0.4410582178,0.6254879989,,,0.3095647836,0.6371880743,0.1532095571,0.4979355922,,0.9926812401
0.5876515162,0.8523716569,,0.9007735797,,0.1837209302,0.799805547,0.980954766,0.9156500767,,0.1868694302,,,,0.07142857143,0.6906695564,0.6876037626,0.376567966,,,0.3125391928,0.665064833,,0.2896530916,,1.0,0.4734430907,,0.6355863894,0.2545747202,,0.4010887594,0.563176187,0.24075679,,0.7880567533,0.7843011166
0.839888067,0.877530479,0.1222374048,0.4670393998,,0.7488372093,,0.09991552221,0.4873046445,0.3888329786,0.9954194988,0.4166666667,,0.8460963874,1.0,0.6102697896,0.4768727332,0.04851548874,0.151677718,,0.3350252284,0.668459085,0.6126783383,0.1630498198,0.5,0.5,0.2192754969,0.2980488955,,0.4797377844,0.812730597,,0.5574530695,0.4115491308,0.4800864575,0.6748222263,0.9086486547
0.6416093507,0.4243414001,0.2078782575,0.3850186825,0.9230769231,0.004651162791,0.4245709558,0.9034101647,0.9709946356,,0.6552074041,,0.7349871854,0.5250972296,0.6428571429,0.3465451504,0.9071488794,0.7897473179,,,0.5977719992,0.6037096235,,,0.0,0.0,0.8221121798,0.3073507823,0.1888024835,0.1023625754,0.4866639568,0.1185845997,0.1792404968,0.1203728097,0.7570201765,,0.7768740304
0.2376014622,0.5034958301,0.1481206253,0.1882143599,0.5710955711,0.9511627907,,0.6527481994,0.4374466666,0.1824987028,0.3464981443,,0.1517601706,0.7257980071,0.9285714286,0.08279436275,,0.8442255297,0.8051445014,0.8403246334,0.3551419442,,0.2947257601,0.1630498198,1.0,0.0,0.4862875351,0.0938465213,0.7323189575,0.05539604759,0.55091582,,0.7306072397,0.05315438744,0.7440707317,0.9254838133,0.4991228761
0.1860786759,0.2858380319,0.3867073581,0.616004665,0.2517482517,0.6372093023,,,0.2946147775,0.8083257408,0.6155813132,,,0.7709795117,0.6428571429,0.3283155967,0.37598796,0.06580505097,,,,0.3392877512,0.6800518463,0.888912086,0.5,0.5,,0.1323077471,0.6805727291,0.09241338565,0.5429296913,0.2877574078,0.6795562139,,,,0.3964548806
0.7160007953,0.4315252155,0.05713419272,0.3098768429,0.4522144522,0.5209302326,0.8225206819,,,0.4278013066,0.9903574193,0.8333333333,0.4402327029,0.1564584222,,0.5852213499,0.08593995638,0.4518219987,0.2187133742,,,,0.3373359301,,1.0,,0.08075576387,0.182884921,,0.1610395744,0.6217362072,0.3058367503,0.4363687025,0.1322235903,0.8664824557,0.3584756192,
,0.1265426881,0.9503241571,0.8978204124,0.02097902098,,0.1567063756,0.3222016982,0.6661158051,0.07939769324,,0.5833333333,0.3563098081,,,0.6401710257,0.8955254668,0.5570112018,,0.5173497055,0.5357589275,,,0.6966879254,0.5,0.5,0.1612517716,0.1763485324,0.7604166624,0.1780730656,,0.3968621185,,0.1232964302,0.6624944814,0.9374819651,0.459801801
0.4617063959,,0.5559188493,0.3818900771,0.372960373,0.9837209302,,,0.9617942462,0.7989042282,0.6599290748,0.75,0.723090368,0.6633101552,0.7142857143,0.8161579279,,,0.9540347804,0.6295748409,0.7485090487,0.4586607118,,0.6741952182,1.0,0.5,,0.2100849771,0.6852636062,0.2585809225,0.7978349013,,0.487986773,0.2319375833,0.4059675712,0.745809095,0.8386251872
0.7208822036,0.3249584317,0.6050343146,0.8340194859,0.2634032634,0.9441860465,0.838579257,0.00582863363,0.4276433342,0.2200151986,0.7734458084,0.8333333333,0.5706760102,0.9050966445,0.3571428571,0.2897440385,,0.2992133074,0.861955461,0.3819011607,0.190436709,0.2205428608,0.5435839549,0.1566922153,0.5,0.5,0.3276951085,0.2224848733,0.6730593451,0.1052651751,,0.3790041642,0.4562670859,0.09445228304,,0.9791754088,0.2705700755
,0.4534034562,0.6822226569,0.5433394816,0.3473193473,0.5720930233,0.8995337068,0.3371963591,0.1547089648,0.9739743993,0.3784350004,0.9166666667,0.675422968,0.3030355605,0.4285714286,0.6340956072,0.3952974244,0.921864318,0.08376329288,,0.7375895746,0.1398086295,0.6615949402,0.5340261969,,1.0,0.3912995285,0.1324018289,0.4752560577,0.1451287805,0.6264281516,0.5555177636,0.3880886074,0.110052102,0.7067588035,0.9905652612,0.1830635552
0.6770421972,0.9559655254,,,0.4265734266,,0.3000512017,0.5866498379,0.1306423246,,0.1439729115,0.25,0.8017155356,,0.7142857143,0.2388094158,0.9891275832,0.3887840447,0.5259389466,0.885556185,0.5531772789,0.3195428641,0.6546847684,0.3646442258,0.0,0.0,0.7097487639,0.151529195,,,0.6882191932,0.3220408181,0.5595280909,0.1214763537,0.6561426557,0.8975537912,0.5773388011
0.02209511611,0.1059032165,0.6959620989,0.5823483186,0.331002331,0.2906976744,0.2236073077,0.002797450307,0.5303029939,0.2873757451,,,0.5713851617,0.07538861895,0.5714285714,,0.2350534809,0.3542824557,,,0.3193121071,0.6085633275,0.6559762585,0.1148572899,1.0,0.5,0.3044517609,0.1810123302,0.6519933044,0.1365439808,,,0.7506855039,0.1196236644,,0.6598466806,0.9205018454
0.8869662482,,0.0197619808,0.5389775534,0.7925407925,,,0.4619071946,0.07771554712,0.04261865754,0.8016442748,0.1666666667,0.7715665812,0.02256921745,0.2857142857,0.6033816454,0.1312780747,,0.7985574878,0.8064589399,0.3923799713,0.9292991433,,0.8410055482,0.5,1.0,0.5029275017,,,,0.7633359281,0.1371779872,0.7626108414,0.2330525206,0.4762623031,0.1956480505,0.8976524085
0.9288497757,0.3278471212,0.2511584295,0.8183101376,0.1888111888,0.7,0.7833561954,0.655554999,0.643241029,0.5004363476,0.4608419712,0.1666666667,0.2741914684,0.8643852202,0.7142857143,0.1111337523,0.1603866727,0.3323701157,0.3447012386,0.552141342,0.6959069474,0.02536048417,0.005654686102,0.08448206829,0.0,0.0,0.6017704854,,0.4146210903,0.2379827067,,0.5557017204,,0.1927253893,0.4400162108,0.9998422217,0.02377237235
0.6183765445,0.3551727218,0.04892986483,0.4059974322,0.7319347319,0.9627906977,0.4065207567,,0.845249971,,0.8579959531,0.0,0.6783339447,0.996086511,0.5714285714,0.3636689262,0.1329202523,0.902238689,,0.2749001989,0.8032374371,0.7213329598,0.7428194621,0.4480921467,0.0,,0.2252788504,0.2157023726,0.4555522546,0.2289844275,0.4809014135,0.273138352,0.4786313877,0.211611307,0.9017668644,0.7664855561,
0.1604364901,0.2936845866,,0.4035650735,0.7272727273,,0.3048180735,,0.2162632357,0.9696967221,,0.8333333333,,0.369953853,0.5,0.7326274006,0.9921315665,0.9724507525,0.2993541849,0.98149695,0.5681977067,0.6091479673,0.4443365795,,1.0,0.0,0.320900109,0.131498079,0.5002586143,0.1683259471,0.4098365441,0.4609015983,0.5829163358,0.09010077897,0.5461768352,0.5947942933,
0.6018454508,0.01065480911,0.3882164795,0.2137442407,0.2424242424,0.676744186,0.739312013,,,0.5635682447,0.714475435,0.0,0.6287083652,0.6244445385,0.7857142857,0.3298529438,0.03403713324,0.5102831126,0.1364543976,0.6637477767,,0.6994912917,0.9886806266,0.7489378253,0.0,0.5,0.3126571152,0.2708370145,0.691046685,0.08224048427,,0.2961663596,,,0.3250574563,0.6774796414,0.906446193
,,0.780394224,,0.1421911422,0.8348837209,0.6153957914,0.9009406084,0.3206895585,0.4163564568,0.4408614746,0.75,0.2776783803,,0.2142857143,0.03070336103,0.0007630117536,0.1312432678,0.9802890029,0.8489506067,0.06714006391,0.8615381899,,0.4755874278,0.5,1.0,0.5009883525,0.4289069392,0.6175957402,0.5513971372,,,0.5951867868,0.5094824305,0.6447619141,0.7447163831,0.8398931965
,0.7458597311,0.3884235367,0.2670333933,0.7226107226,0.1581395349,0.6130831963,0.70487133,0.1857284793,0.8642174547,0.3264605792,0.75,0.6546091716,0.8349080185,0.07142857143,0.3153949081,0.0064926092,0.09352104128,,0.6101880081,0.8081420992,0.5997097323,0.8560265312,0.9905908597,0.0,0.0,,0.2825649806,0.1250732649,0.1908428419,,0.3978584231,0.2892940553,0.1705827943,0.4567768972,0.7675151003,0.8120503483
0.4408664369,0.7820855592,0.3781071541,0.8298199819,0.02564102564,0.4534883721,0.2104344666,0.5949440209,,0.3856302118,0.2585054651,0.5,0.8116454092,,0.8571428571,,0.1691102402,0.07744203186,0.09431752784,,,0.2423484482,0.9904628428,0.9587856775,,,0.401374411,0.1518220733,0.6768497119,0.1502139277,,0.3395448767,0.5522036228,,0.5524279619,0.9205659964,
0.6336807602,0.6530030239,,0.6368695426,0.1771561772,,,0.537968593,0.8536871667,0.5363328825,,,0.6527373823,0.7824091917,0.07142857143,0.1519196226,,0.3480942964,0.6035606155,0.1108164583,0.1755426983,0.008176367473,0.4797135386,0.01502316536,0.0,0.0,0.6697525499,0.251632376,0.3417798364,,0.4987121538,0.1938772487,0.3390864693,,0.886782722,0.9999843595,
0.1089663466,0.3036108618,0.2695682447,0.881517928,0.2447552448,0.5023255814,0.5172671431,0.9452670734,0.6179384557,0.8864147999,,0.8333333333,,0.02662841772,0.7857142857,0.3403166096,,0.8483607514,0.9337632929,0.6626178838,0.07493411611,0.843865362,0.2558910481,0.7691963622,0.0,,0.8057147814,0.1828468189,0.2516727895,0.2362897114,,,0.4056600135,0.2089617292,0.4516092704,0.7142613694,
,0.2137789649,0.4698216841,0.1481989434,,0.4697674419,0.8225206819,0.2099924204,0.2746695832,0.6728692305,0.07488994282,0.4166666667,0.260779691,0.9382151823,0.2857142857,,0.9600470224,0.665457559,0.5746002752,,,0.4630906115,,0.6353775096,0.0,0.5,0.6558269346,0.1918496825,0.334554563,0.1321628046,0.5460074086,,,0.1357411556,0.4727755771,0.9756688046,
0.703139024,,0.6181865582,0.6586266271,,0.388372093,,0.5330969291,0.9356894183,,0.605926718,0.8333333333,0.3789235271,0.656034477,,0.8702442299,0.04865451589,0.3425262537,0.2747261354,0.04253119195,0.657377746,0.6055947887,0.7210501541,0.03763942115,0.5,1.0,,0.2107909754,0.5437819137,0.1865261482,0.5334115615,0.3025856297,0.5356546483,0.214126525,,0.8377187734,0.7048746435
0.6444411766,0.4743893299,0.4077656814,0.1112493149,0.2377622378,,0.05199898866,,,0.4904322211,1.0,,0.6373874579,0.1385060159,0.6428571429,0.3436311168,0.5284617403,0.1573885408,0.1661678969,0.1677695946,0.4712673211,0.1807525103,0.3610993467,0.2926986215,0.5,0.5,0.1667745064,0.1923862689,0.557922709,0.1966730984,,0.560036876,0.3889389271,0.07448262217,0.6405977363,0.988006975,0.2061574301
0.5270633195,0.9665231676,0.4321075954,,,0.723255814,0.5304984337,0.9587307629,0.9636191003,0.9546002394,0.3819246916,,0.3598067362,,0.07142857143,0.1071372623,0.6780330719,0.139438677,,0.1737990277,0.8359088477,0.5604429327,0.4656877034,0.6779374249,0.0,0.0,0.8948037708,,0.2643066925,0.3673218755,0.4177160313,0.6117387354,0.3159443335,0.3138133131,0.3534072613,0.9643877214,0.3514317802
0.5191051448,0.4042622722,0.9799308307,0.196873647,,0.3511627907,0.7112328864,,0.3910235608,0.6310284811,0.9979159971,0.8333333333,0.5277057372,0.08359721608,0.7142857143,,0.04146698522,0.1061017865,,0.7838663522,0.4227822756,,0.4166858245,0.9971143396,,0.0,0.2299971824,0.1962137882,0.4393429164,0.1509991421,,0.3570769934,0.3352312857,0.1866941825,,0.7808065654,0.7944005513
0.9160980754,0.6249714599,0.1941863779,0.8070205295,0.06993006993,,0.6516227745,,,0.8900060876,0.7950565129,0.5833333333,0.2019917341,0.08027681122,0.2857142857,0.711162021,0.9266407256,0.6599530452,0.1962313274,,0.8855445485,0.2408376911,0.642821329,,0.0,0.0,0.8029657063,0.2966670045,0.2144946765,0.3045251725,0.6116781566,0.4626403496,0.1111522348,,0.5255748914,0.9733254672,0.3054060014
0.8462921962,0.2093842319,0.3788252384,0.4310217708,0.6130536131,0.4023255814,0.7133003278,,0.009390687035,0.01501231824,,0.9166666667,0.124146583,,,0.3913958268,0.3050202569,0.434258478,0.5830226448,0.09159932017,0.0175533697,,0.06812493249,0.7449739747,0.5,0.5,,0.2950186595,0.6171012122,0.1845898437,0.7312507978,0.3248180357,0.4640151105,0.1773184053,0.3616282945,,0.2404135811
0.523489711,0.9416998545,,,0.9906759907,0.7279069767,0.3429633348,0.4079088575,0.179385559,0.4658566181,,0.08333333333,0.7917781498,0.5539602076,,0.5870399708,,0.03766053164,,0.7771533972,0.8818050437,0.580465297,0.8053537163,0.763223703,0.0,0.0,0.7067205563,0.2261580558,0.3365138836,0.2213171269,0.486522646,0.4610396126,0.3426727822,0.1793986022,0.4048946815,0.6169641063,0.9494463074
0.1432493212,0.01863948898,0.2995805215,0.6878099261,0.8391608392,0.2511627907,0.2166214268,,,,0.1700392171,0.1666666667,,0.552440923,,0.6491098299,0.4843278187,0.8109286574,,0.2202690347,,,0.1401210013,0.496630441,1.0,0.0,0.4501955634,0.1123066092,0.6732545622,0.09661984684,0.3888061344,0.4108649459,0.7904293926,0.05625542515,0.1984634224,,
0.9329437198,0.05174595428,0.8078480751,0.3315513388,0.1165501166,0.4720930233,0.1921247519,,0.1638823119,0.6774194207,,0.1666666667,0.7317481761,0.1328029566,,0.2628064947,0.6672567825,0.7137876297,0.1007856875,0.3961897735,0.860348147,0.1921207728,0.3955937587,0.4823648687,0.5,0.5,,0.2466698963,0.7463492014,,0.7680690852,,0.5785042071,0.1174521424,,,0.2640231238
,,0.7967585359,0.2992714687,0.7668997669,0.7023255814,,0.4040763038,0.9830254518,0.8357690626,0.3790872838,0.6666666667,0.1142680427,0.4944313454,0.1428571429,0.9780140048,0.5354241725,0.6536641733,,0.3443893493,0.9941982168,0.192490647,0.7782097561,0.8217050849,1.0,0.0,,0.1588901223,,0.1769861518,0.7297363533,0.4399020618,0.5482119511,0.1098160526,0.5632178619,0.9787868215,0.2730344048
